  -1.0000000e+02  -1.0001580e+02  -0.0000000e+00
  -9.9900000e+01  -9.9916071e+01  -0.0000000e+00
  -9.9800000e+01  -9.9815342e+01  -0.0000000e+00
  -9.9700000e+01  -9.9715810e+01  -0.0000000e+00
  -9.9600000e+01  -9.9615484e+01  -0.0000000e+00
  -9.9500000e+01  -9.9515360e+01  -0.0000000e+00
  -9.9400000e+01  -9.9415437e+01  -0.0000000e+00
  -9.9300000e+01  -9.9315715e+01  -0.0000000e+00
  -9.9200000e+01  -9.9215208e+01  -0.0000000e+00
  -9.9100000e+01  -9.9115886e+01  -0.0000000e+00
  -9.9000000e+01  -9.9015783e+01  -0.0000000e+00
  -9.8900000e+01  -9.8915882e+01  -0.0000000e+00
  -9.8800000e+01  -9.8815206e+01  -0.0000000e+00
  -9.8700000e+01  -9.8715709e+01  -0.0000000e+00
  -9.8600000e+01  -9.8615439e+01  -0.0000000e+00
  -9.8500000e+01  -9.8515373e+01  -0.0000000e+00
  -9.8400000e+01  -9.8415510e+01  -0.0000000e+00
  -9.8300000e+01  -9.8315849e+01  -0.0000000e+00
  -9.8200000e+01  -9.8215426e+01  -0.0000000e+00
  -9.8100000e+01  -9.8115207e+01  -0.0000000e+00
  -9.8000000e+01  -9.8015192e+01  -0.0000000e+00
  -9.7900000e+01  -9.7915382e+01  -0.0000000e+00
  -9.7800000e+01  -9.7815774e+01  -0.0000000e+00
  -9.7700000e+01  -9.7715414e+01  -0.0000000e+00
  -9.7600000e+01  -9.7615259e+01  -0.0000000e+00
  -9.7500000e+01  -9.7515310e+01  -0.0000000e+00
  -9.7400000e+01  -9.7415565e+01  -0.0000000e+00
  -9.7300000e+01  -9.7315077e+01  -0.0000000e+00
  -9.7200000e+01  -9.7215741e+01  -0.0000000e+00
  -9.7100000e+01  -9.7115665e+01  -0.0000000e+00
  -9.7000000e+01  -9.7014853e+01  -0.0000000e+00
  -9.6900000e+01  -9.6915190e+01  -0.0000000e+00
  -9.6800000e+01  -9.6814793e+01  -0.0000000e+00
  -9.6700000e+01  -9.6715540e+01  -0.0000000e+00
  -9.6600000e+01  -9.6615557e+01  -0.0000000e+00
  -9.6500000e+01  -9.6514849e+01  -0.0000000e+00
  -9.6400000e+01  -9.6415280e+01  -0.0000000e+00
  -9.6300000e+01  -9.6314989e+01  -0.0000000e+00
  -9.6200000e+01  -9.6214906e+01  -0.0000000e+00
  -9.6100000e+01  -9.6115030e+01  -0.0000000e+00
  -9.6000000e+01  -9.6015362e+01  -0.0000000e+00
  -9.5900000e+01  -9.5914981e+01  -0.0000000e+00
  -9.5800000e+01  -9.5814809e+01  -0.0000000e+00
  -9.5700000e+01  -9.5714846e+01  -0.0000000e+00
  -9.5600000e+01  -9.5615092e+01  -0.0000000e+00
  -9.5500000e+01  -9.5514633e+01  -0.0000000e+00
  -9.5400000e+01  -9.5415295e+01  -0.0000000e+00
  -9.5300000e+01  -9.5315255e+01  -0.0000000e+00
  -9.5200000e+01  -9.5214518e+01  -0.0000000e+00
  -9.5100000e+01  -9.5114899e+01  -0.0000000e+00
  -9.5000000e+01  -9.5014585e+01  -0.0000000e+00
  -9.4900000e+01  -9.4914482e+01  -0.0000000e+00
  -9.4800000e+01  -9.4814590e+01  -0.0000000e+00
  -9.4700000e+01  -9.4714908e+01  -0.0000000e+00
  -9.4600000e+01  -9.4614540e+01  -0.0000000e+00
  -9.4500000e+01  -9.4514385e+01  -0.0000000e+00
  -9.4400000e+01  -9.4414442e+01  -0.0000000e+00
  -9.4300000e+01  -9.4314709e+01  -0.0000000e+00
  -9.4200000e+01  -9.4214300e+01  -0.0000000e+00
