  -9.5534300e+00  -9.6210900e-03
  -8.7334400e+00  -1.7887400e-02
  -8.0431400e+00  -2.6540400e-02
  -7.4539800e+00  -3.5331800e-02
  -6.9452000e+00  -4.4048300e-02
  -6.5013900e+00  -5.2509500e-02
  -6.1108400e+00  -6.0566300e-02
  -5.7644800e+00  -6.8098100e-02
  -5.4552000e+00  -7.5010500e-02
  -5.1773500e+00  -8.1233300e-02
  -4.9263600e+00  -8.6717600e-02
  -4.6985000e+00  -9.1434000e-02
  -4.4907200e+00  -9.5370000e-02
  -4.3004600e+00  -9.8528300e-02
  -4.1256100e+00  -1.0092400e-01
  -3.9643500e+00  -1.0258400e-01
  -3.8151500e+00  -1.0354400e-01
  -3.6767100e+00  -1.0384500e-01
  -3.5479100e+00  -1.0353600e-01
  -3.4277600e+00  -1.0266900e-01
  -3.3154300e+00  -1.0129900e-01
  -3.2101700e+00  -9.9482400e-02
  -3.1113300e+00  -9.7275500e-02
  -3.0183400e+00  -9.4734800e-02
  -2.9306900e+00  -9.1915000e-02
  -2.8479400e+00  -8.8869100e-02
  -2.7696800e+00  -8.5647600e-02
  -2.6955600e+00  -8.2297900e-02
  -2.6252500e+00  -7.8864400e-02
  -2.5584700e+00  -7.5387900e-02
  -2.4949600e+00  -7.1905700e-02
  -2.4344700e+00  -6.8451400e-02
  -2.3768100e+00  -6.5054900e-02
  -2.3217700e+00  -6.1742500e-02
  -2.2691800e+00  -5.8537100e-02
  -2.2188800e+00  -5.5457900e-02
  -2.1707200e+00  -5.2521000e-02
  -2.1245700e+00  -4.9739500e-02
  -2.0803000e+00  -4.7123400e-02
  -2.0377900e+00  -4.4680100e-02
  -1.9969600e+00  -4.2414500e-02
  -1.9576900e+00  -4.0329300e-02
  -1.9198900e+00  -3.8425100e-02
  -1.8835000e+00  -3.6700600e-02
  -1.8484200e+00  -3.5152900e-02
  -1.8145900e+00  -3.3777700e-02
  -1.7819400e+00  -3.2569500e-02
  -1.7504100e+00  -3.1521600e-02
  -1.7199500e+00  -3.0626500e-02
  -1.6904900e+00  -2.9876000e-02
  -1.6620000e+00  -2.9261200e-02
  -1.6344200e+00  -2.8772900e-02
  -1.6077100e+00  -2.8401500e-02
  -1.5818200e+00  -2.8137400e-02
  -1.5567300e+00  -2.7970600e-02
  -1.5323900e+00  -2.7891300e-02
  -1.5087700e+00  -2.7889800e-02
  -1.4858400e+00  -2.7956500e-02
  -1.4635700e+00  -2.8082100e-02
  -1.4419200e+00  -2.8257500e-02
  -1.4208800e+00  -2.8474000e-02
  -1.4004200e+00  -2.8723200e-02
  -1.3805100e+00  -2.8997300e-02
  -1.3611300e+00  -2.9288800e-02
  -1.3422700e+00  -2.9590500e-02
  -1.3238900e+00  -2.9895900e-02
  -1.3059800e+00  -3.0199000e-02
  -1.2885300e+00  -3.0494100e-02
  -1.2715100e+00  -3.0776000e-02
  -1.2549100e+00  -3.1040100e-02
  -1.2387100e+00  -3.1282300e-02
  -1.2229000e+00  -3.1498900e-02
  -1.2074700e+00  -3.1686500e-02
  -1.1923900e+00  -3.1842300e-02
  -1.1776700e+00  -3.1964000e-02
  -1.1632800e+00  -3.2049500e-02
  -1.1492200e+00  -3.2097300e-02
  -1.1354600e+00  -3.2106200e-02
  -1.1220100e+00  -3.2075200e-02
  -1.1088600e+00  -3.2003700e-02
  -1.0959800e+00  -3.1891600e-02
  -1.0833800e+00  -3.1738900e-02
  -1.0710500e+00  -3.1545800e-02
  -1.0589700e+00  -3.1313000e-02
  -1.0471400e+00  -3.1041300e-02
  -1.0355500e+00  -3.0731500e-02
  -1.0241900e+00  -3.0384900e-02
  -1.0130500e+00  -3.0002800e-02
  -1.0021400e+00  -2.9586600e-02
  -9.9144000e-01  -2.9138100e-02
  -9.8094400e-01  -2.8658900e-02
  -9.7064800e-01  -2.8150800e-02
  -9.6054600e-01  -2.7615800e-02
  -9.5063300e-01  -2.7055800e-02
  -9.4090200e-01  -2.6472800e-02
  -9.3134900e-01  -2.5869000e-02
  -9.2196900e-01  -2.5246200e-02
  -9.1275700e-01  -2.4606800e-02
  -9.0370800e-01  -2.3952600e-02
  -8.9481800e-01  -2.3286000e-02
  -8.8608300e-01  -2.2608800e-02
  -8.7749800e-01  -2.1923200e-02
  -8.6905900e-01  -2.1231200e-02
  -8.6076300e-01  -2.0534800e-02
  -8.5260500e-01  -1.9835800e-02
  -8.4458300e-01  -1.9136100e-02
  -8.3669200e-01  -1.8437700e-02
  -8.2893000e-01  -1.7742100e-02
  -8.2129300e-01  -1.7051100e-02
  -8.1377700e-01  -1.6366400e-02
  -8.0638100e-01  -1.5689400e-02
  -7.9910000e-01  -1.5021600e-02
  -7.9193300e-01  -1.4364400e-02
  -7.8487600e-01  -1.3719200e-02
  -7.7792700e-01  -1.3087100e-02
  -7.7108200e-01  -1.2469200e-02
  -7.6434100e-01  -1.1866700e-02
  -7.5769900e-01  -1.1280600e-02
  -7.5115600e-01  -1.0711700e-02
  -7.4470800e-01  -1.0160900e-02
  -7.3835300e-01  -9.6288600e-03
  -7.3209000e-01  -9.1163100e-03
  -7.2591600e-01  -8.6238100e-03
  -7.1982900e-01  -8.1518900e-03
  -7.1382800e-01  -7.7009800e-03
  -7.0791000e-01  -7.2714500e-03
  -7.0207300e-01  -6.8635800e-03
  -6.9631600e-01  -6.4776200e-03
  -6.9063700e-01  -6.1137200e-03
  -6.8503400e-01  -5.7719800e-03
  -6.7950700e-01  -5.4524400e-03
  -6.7405200e-01  -5.1550800e-03
  -6.6866900e-01  -4.8798200e-03
