0.000000000000000000e+00 -2.000000029827700754e+00 0.000000000000000000e+00 -2.000000029827700754e+00 0.000000000000000000e+00
2.441406249999994449e-02 -1.791836382160802321e+00 -3.150149412156633133e-16 -1.791836382160802321e+00 -3.150149412156633133e-16
4.882812499999988898e-02 -1.606892338977042645e+00 2.439454888092384977e-16 -1.606892338977042645e+00 2.439454888092384977e-16
7.324218749999983347e-02 -1.445237212717390030e+00 -1.474514954580286030e-16 -1.445237212717390030e+00 -1.474514954580286030e-16
9.765624999999977796e-02 -1.298746615594232434e+00 -3.469446951953614189e-18 -1.298746615594232434e+00 -3.469446951953614189e-18
1.220703124999997224e-01 -1.176653469762577675e+00 -7.806255641895631925e-18 -1.176653469762577675e+00 -7.806255641895631925e-18
1.464843749999996669e-01 -1.062633761893261752e+00 -1.023486850826316186e-16 -1.062633761893261752e+00 -1.023486850826316186e-16
1.708984374999996114e-01 -9.650114517343162390e-01 -3.816391647148975608e-16 -9.650114517343162390e-01 -3.816391647148975608e-16
1.953124999999995559e-01 -8.749106663608565704e-01 -5.377642775528101993e-16 -8.749106663608565704e-01 -5.377642775528101993e-16
2.197265624999995004e-01 -7.987343283205279310e-01 1.110223024625156540e-16 -7.987343283205279310e-01 1.110223024625156540e-16
2.441406249999994449e-01 -7.274862972350366608e-01 -4.510281037539698445e-17 -7.274862972350366608e-01 -4.510281037539698445e-17
2.685546874999993894e-01 -6.665631807397798259e-01 -3.781697177629439466e-16 -6.665631807397798259e-01 -3.781697177629439466e-16
2.929687499999993339e-01 -6.100188653695164387e-01 -9.020562075079396891e-17 -6.100188653695164387e-01 -9.020562075079396891e-17
3.173828124999992784e-01 -5.600261334105476330e-01 -6.938893903907228378e-18 -5.600261334105476330e-01 -6.938893903907228378e-18
3.417968749999992228e-01 -5.129057103978036380e-01 -1.249000902703301108e-16 -5.129057103978036380e-01 -1.249000902703301108e-16
3.662109374999991673e-01 -4.742701272683453873e-01 -5.551115123125782702e-16 -4.742701272683453873e-01 -5.551115123125782702e-16
3.906249999999991118e-01 -4.377746872120664712e-01 -2.636779683484746784e-16 -4.377746872120664712e-01 -2.636779683484746784e-16
4.150390624999990563e-01 -4.028334813545444426e-01 -4.024558464266192459e-16 -4.028334813545444426e-01 -4.024558464266192459e-16
4.394531249999990008e-01 -3.725213379515293077e-01 1.179611963664228824e-16 -3.725213379515293077e-01 1.179611963664228824e-16
4.638671874999989453e-01 -3.438320444652955832e-01 -1.179611963664228824e-16 -3.438320444652955832e-01 -1.179611963664228824e-16
4.882812499999988898e-01 -3.191980271837189242e-01 3.261280134836397337e-16 -3.191980271837189242e-01 3.261280134836397337e-16
5.126953124999988898e-01 -2.975470080615676416e-01 2.775557561562891351e-17 -2.975470080615676416e-01 2.775557561562891351e-17
5.371093749999987788e-01 -2.765557870632930904e-01 2.983724378680108202e-16 -2.765557870632930904e-01 2.983724378680108202e-16
5.615234374999986677e-01 -2.579857175200592767e-01 -1.457167719820517959e-16 -2.579857175200592767e-01 -1.457167719820517959e-16
5.859374999999986677e-01 -2.407871060049182610e-01 -4.718447854656915297e-16 -2.407871060049182610e-01 -4.718447854656915297e-16
6.103515624999986677e-01 -2.269148794257636048e-01 -8.326672684688674053e-17 -2.269148794257636048e-01 -8.326672684688674053e-17
6.347656249999985567e-01 -2.102976200059281098e-01 2.775557561562891351e-16 -2.102976200059281098e-01 2.775557561562891351e-16
6.591796874999984457e-01 -1.983089847053838284e-01 -5.273559366969493567e-16 -1.983089847053838284e-01 -5.273559366969493567e-16
6.835937499999984457e-01 -1.859119760265381949e-01 1.249000902703301108e-16 -1.859119760265381949e-01 1.249000902703301108e-16
7.080078124999984457e-01 -1.738835399052032216e-01 -5.551115123125782702e-17 -1.738835399052032216e-01 -5.551115123125782702e-17
7.324218749999983347e-01 -1.622167886064389553e-01 9.298117831235686026e-16 -1.622167886064389553e-01 9.298117831235686026e-16
7.568359374999982236e-01 -1.526433210815232311e-01 -2.081668171172168513e-16 -1.526433210815232311e-01 -2.081668171172168513e-16
7.812499999999982236e-01 -1.448005791824631405e-01 1.804112415015879378e-16 -1.448005791824631405e-01 1.804112415015879378e-16
8.056640624999982236e-01 -1.355276674026577588e-01 -6.800116025829083810e-16 -1.355276674026577588e-01 -6.800116025829083810e-16
8.300781249999981126e-01 -1.282091495090238453e-01 5.273559366969493567e-16 -1.282091495090238453e-01 5.273559366969493567e-16
8.544921874999980016e-01 -1.229505601496412304e-01 -2.775557561562891351e-16 -1.229505601496412304e-01 -2.775557561562891351e-16
8.789062499999980016e-01 -1.147770964031105123e-01 -1.110223024625156540e-16 -1.147770964031105123e-01 -1.110223024625156540e-16
9.033203124999980016e-01 -1.106696243676807967e-01 2.220446049250313081e-16 -1.106696243676807967e-01 2.220446049250313081e-16
9.277343749999978906e-01 -1.029071139014046121e-01 1.110223024625156540e-16 -1.029071139014046121e-01 1.110223024625156540e-16
9.521484374999977796e-01 -9.797573159948269605e-02 5.134781488891348999e-16 -9.797573159948269605e-02 5.134781488891348999e-16
9.765624999999977796e-01 -9.353027528340418506e-02 -6.938893903907228378e-17 -9.353027528340418506e-02 -6.938893903907228378e-17
1.000976562499997780e+00 -8.945204472166534693e-02 -6.106226635438360972e-16 -8.945204472166534693e-02 -6.106226635438360972e-16
1.025390624999997780e+00 -8.431064245061903328e-02 -1.942890293094023946e-16 -8.431064245061903328e-02 -1.942890293094023946e-16
1.049804687499997558e+00 -8.077661201273733660e-02 -2.775557561562891351e-16 -8.077661201273733660e-02 -2.775557561562891351e-16
1.074218749999997558e+00 -7.609751222718319497e-02 3.053113317719180486e-16 -7.609751222718319497e-02 3.053113317719180486e-16
1.098632812499997558e+00 -7.297771493365634576e-02 1.387778780781445676e-16 -7.297771493365634576e-02 1.387778780781445676e-16
1.123046874999997335e+00 -7.018667473155515424e-02 3.885780586188047891e-16 -7.018667473155515424e-02 3.885780586188047891e-16
1.147460937499997335e+00 -6.631319787489964312e-02 -1.942890293094023946e-16 -6.631319787489964312e-02 -1.942890293094023946e-16
1.171874999999997335e+00 -6.376921190514783788e-02 1.110223024625156540e-16 -6.376921190514783788e-02 1.110223024625156540e-16
1.196289062499997335e+00 -6.233498446574170515e-02 -5.551115123125782702e-16 -6.233498446574170515e-02 -5.551115123125782702e-16
1.220703124999997335e+00 -5.811709716021629113e-02 2.498001805406602216e-16 -5.811709716021629113e-02 2.498001805406602216e-16
1.245117187499997113e+00 -5.649583330646823498e-02 2.775557561562891351e-17 -5.649583330646823498e-02 2.775557561562891351e-17
1.269531249999997113e+00 -5.246652103296844949e-02 1.110223024625156540e-16 -5.246652103296844949e-02 1.110223024625156540e-16
1.293945312499997113e+00 -5.216467401905999779e-02 -2.220446049250313081e-16 -5.216467401905999779e-02 -2.220446049250313081e-16
1.318359374999996891e+00 -4.949752081307612350e-02 2.775557561562891351e-17 -4.949752081307612350e-02 2.775557561562891351e-17
1.342773437499996891e+00 -4.749185365493846511e-02 3.608224830031758756e-16 -4.749185365493846511e-02 3.608224830031758756e-16
1.367187499999996891e+00 -4.579093027811542704e-02 -4.440892098500626162e-16 -4.579093027811542704e-02 -4.440892098500626162e-16
1.391601562499996891e+00 -4.451966553299646634e-02 -1.942890293094023946e-16 -4.451966553299646634e-02 -1.942890293094023946e-16
1.416015624999996891e+00 -4.190013683713234016e-02 1.387778780781445676e-16 -4.190013683713234016e-02 1.387778780781445676e-16
1.440429687499996669e+00 -4.127670698246221903e-02 5.551115123125782702e-17 -4.127670698246221903e-02 5.551115123125782702e-17
1.464843749999996669e+00 -3.875771576213704606e-02 -3.330669073875469621e-16 -3.875771576213704606e-02 -3.330669073875469621e-16
1.489257812499996669e+00 -3.768310030118859899e-02 8.326672684688674053e-17 -3.768310030118859899e-02 8.326672684688674053e-17
1.513671874999996447e+00 -3.691339664867610004e-02 6.661338147750939243e-16 -3.691339664867610004e-02 6.661338147750939243e-16
1.538085937499996447e+00 -3.568252190565202042e-02 -3.330669073875469621e-16 -3.568252190565202042e-02 -3.330669073875469621e-16
1.562499999999996447e+00 -3.457746025473062979e-02 1.110223024625156540e-16 -3.457746025473062979e-02 1.110223024625156540e-16
