   1.0000000e-05   8.7017900e-05   1.1486900e-01   8.8166600e-05
   1.0000000e-04   8.7324600e-05   1.1439700e-01   9.8764300e-05
   1.0000000e-03   9.0460700e-05   1.0967500e-01   2.0013600e-04
   1.0000000e-02   1.2764600e-04   9.5340000e-02   1.0810500e-03
   1.0000000e-01   6.3936600e-04   8.4961000e-02   9.1354700e-03
   1.0000000e+00   6.7486900e-03   7.3059800e-02   7.9808500e-02
   2.0000000e+00   2.4945900e-02   6.0909800e-02   1.4676500e-01
   3.0000000e+00   3.1327000e-02   5.7911200e-02   2.0506100e-01
   4.0000000e+00   3.1362000e-02   5.7904400e-02   2.6298000e-01
   5.0000000e+00   3.1403100e-02   5.7896100e-02   3.2088400e-01
   6.0000000e+00   3.1459900e-02   5.7887100e-02   3.7878300e-01
   7.0000000e+00   3.8011800e-02   5.6899800e-02   4.3631000e-01
   8.0000000e+00   4.8354000e-02   5.5520400e-02   4.9251800e-01
   9.0000000e+00   6.0075200e-02   5.4142200e-02   5.4735500e-01
   1.0000000e+01   7.3175400e-02   5.2764300e-02   6.0081900e-01
   1.0000000e+02   3.9195000e-01   3.3870200e-02   3.7789700e+00
   1.0000000e+03   3.9195100e-01   3.3886400e-02   3.4278400e+01
   1.0000000e+04   3.9195200e-01   3.3879800e-02   3.3919000e+02
   1.0000000e+05   3.9194900e-01   3.3944200e-02   3.3948100e+03
