   0.0000000e+00   2.0097848e-02  -4.4845458e-02
   5.0000000e-02   1.4302881e-02  -4.4965241e-02
   1.0000000e-01   8.7553715e-03  -4.3866422e-02
   1.5000000e-01   3.7636627e-03  -4.1678899e-02
   2.0000000e-01  -4.2023731e-04  -3.8615763e-02
   2.5000000e-01  -3.6232089e-03  -3.4950421e-02
   3.0000000e-01  -5.7646345e-03  -3.0987860e-02
   3.5000000e-01  -6.8597058e-03  -2.7033444e-02
   4.0000000e-01  -7.0123187e-03  -2.3362870e-02
   4.5000000e-01  -6.3987006e-03  -2.0196694e-02
   5.0000000e-01  -5.2439958e-03  -1.7682201e-02
   5.5000000e-01  -3.7948183e-03  -1.5884400e-02
   6.0000000e-01  -2.2911640e-03  -1.4786790e-02
   6.5000000e-01  -9.4102492e-04  -1.4301305e-02
   7.0000000e-01   9.9423851e-05  -1.4285743e-02
   7.5000000e-01   7.3800931e-04  -1.4566166e-02
   8.0000000e-01   9.5010895e-04  -1.4961217e-02
   8.5000000e-01   7.7368799e-04  -1.5305257e-02
   9.0000000e-01   2.9701970e-04  -1.5467501e-02
   9.5000000e-01  -3.5884899e-04  -1.5365025e-02
   1.0000000e+00  -1.0602659e-03  -1.4968418e-02
   1.0500000e+00  -1.6809664e-03  -1.4299875e-02
   1.1000000e+00  -2.1192736e-03  -1.3424543e-02
   1.1500000e+00  -2.3104176e-03  -1.2436770e-02
   1.2000000e+00  -2.2326695e-03  -1.1443485e-02
   1.2500000e+00  -1.9069037e-03  -1.0547207e-02
   1.3000000e+00  -1.3901210e-03  -9.8310428e-03
   1.3500000e+00  -7.6426774e-04  -9.3476410e-03
   1.4000000e+00  -1.2225560e-04  -9.1133904e-03
   1.4500000e+00   4.4663606e-04  -9.1083307e-03
   1.5000000e+00   8.6983742e-04  -9.2814158e-03
   1.5500000e+00   1.1012498e-03  -9.5600263e-03
   1.6000000e+00   1.1264759e-03  -9.8620841e-03
   1.6500000e+00   9.6302579e-04  -1.0108839e-02
   1.7000000e+00   6.5576043e-04  -1.0236411e-02
   1.7500000e+00   2.6851606e-04  -1.0204449e-02
   1.8000000e+00  -1.2664027e-04  -1.0000792e-02
   1.8500000e+00  -4.6079981e-04  -9.6416454e-03
   1.9000000e+00  -6.7851478e-04  -9.1674872e-03
   1.9500000e+00  -7.4553056e-04  -8.6355311e-03
   2.0000000e+00  -6.5291749e-04  -8.1100498e-03
   2.0500000e+00  -4.1715783e-04  -7.6521157e-03
   2.1000000e+00  -7.6368393e-05  -7.3103323e-03
   2.1500000e+00   3.1658973e-04  -7.1139076e-03
   2.2000000e+00   7.0292978e-04  -7.0690104e-03
   2.2500000e+00   1.0272631e-03  -7.1588137e-03
   2.3000000e+00   1.2459899e-03  -7.3470572e-03
   2.3500000e+00   1.3335215e-03  -7.5844339e-03
   2.4000000e+00   1.2854762e-03  -7.8167118e-03
   2.4500000e+00   1.1184866e-03  -7.9932756e-03
   2.5000000e+00   8.6678471e-04  -8.0747699e-03
   2.5500000e+00   5.7621407e-04  -8.0387071e-03
   2.6000000e+00   2.9668738e-04  -7.8822604e-03
   2.6500000e+00   7.4304862e-05  -7.6219213e-03
   2.7000000e+00  -5.5643183e-05  -7.2901900e-03
   2.7500000e+00  -7.3746362e-05  -6.9299173e-03
   2.8000000e+00   2.1093917e-05  -6.5872527e-03
   2.8500000e+00   2.1215194e-04  -6.3043343e-03
   2.9000000e+00   4.6810777e-04  -6.1128565e-03
   2.9500000e+00   7.4842772e-04  -6.0294781e-03
   3.0000000e+00   1.0099917e-03  -6.0537185e-03
   3.0500000e+00   1.2139023e-03  -6.1685831e-03
   3.1000000e+00   1.3314151e-03  -6.3437352e-03
   3.1500000e+00   1.3481022e-03  -6.5406387e-03
   3.2000000e+00   1.2656572e-03  -6.7188153e-03
   3.2500000e+00   1.1011370e-03  -6.8422097e-03
   3.3000000e+00   8.8383501e-04  -6.8846731e-03
   3.3500000e+00   6.5034248e-04  -6.8337394e-03
   3.4000000e+00   4.3861907e-04  -6.6921588e-03
   3.4500000e+00   2.8202277e-04  -6.4770150e-03
   3.5000000e+00   2.0422883e-04  -6.2166332e-03
   3.5500000e+00   2.1580302e-04  -5.9458220e-03
   3.6000000e+00   3.1291675e-04  -5.7002365e-03
   3.6500000e+00   4.7834504e-04  -5.5107649e-03
   3.7000000e+00   6.8453020e-04  -5.3988119e-03
   3.7500000e+00   8.9817835e-04  -5.3731910e-03
   3.8000000e+00   1.0856315e-03  -5.4290679e-03
   3.8500000e+00   1.2181567e-03  -5.5490653e-03
   3.9000000e+00   1.2763292e-03  -5.7063031e-03
   3.9500000e+00   1.2528476e-03  -5.8688489e-03
   4.0000000e+00   1.1533806e-03  -6.0048484e-03
   4.0500000e+00   9.9536184e-04  -6.0875183e-03
   4.1000000e+00   8.0497025e-04  -6.0992225e-03
   4.1500000e+00   6.1281325e-04  -6.0340185e-03
   4.2000000e+00   4.4901739e-04  -5.8983100e-03
   4.2500000e+00   3.3850940e-04  -5.7095486e-03
   4.3000000e+00   2.9722190e-04  -5.4932339e-03
   4.3500000e+00   3.2979649e-04  -5.2787187e-03
   4.4000000e+00   4.2911042e-04  -5.0945054e-03
   4.4500000e+00   5.7766011e-04  -4.9637804e-03
   4.5000000e+00   7.5054391e-04  -4.9008819e-03
   4.5500000e+00   9.1954136e-04  -4.9092343e-03
   4.6000000e+00   1.0576259e-03  -4.9810415e-03
   4.6500000e+00   1.1431937e-03  -5.0987493e-03
   4.7000000e+00   1.1633514e-03  -5.2380108e-03
   4.7500000e+00   1.1157665e-03  -5.3716579e-03
   4.8000000e+00   1.0088184e-03  -5.4740346e-03
   4.8500000e+00   8.6006329e-04  -5.5250041e-03
   4.9000000e+00   6.9328568e-04  -5.5130079e-03
   4.9500000e+00   5.3462908e-04  -5.4367143e-03
   5.0000000e+00   4.0843176e-04  -5.3050255e-03
   5.0500000e+00   3.3342763e-04  -5.1354742e-03
   5.1000000e+00   3.1990234e-04  -4.9512931e-03
   5.1500000e+00   3.6823358e-04  -4.7776426e-03
   5.2000000e+00   4.6901874e-04  -4.6376066e-03
   5.2500000e+00   6.0474043e-04  -4.5485900e-03
   5.3000000e+00   7.5267917e-04  -4.5196770e-03
   5.3500000e+00   8.8859219e-04  -4.5503493e-03
   5.4000000e+00   9.9056568e-04  -4.6307393e-03
   5.4500000e+00   1.0424309e-03  -4.7433532e-03
   5.5000000e+00   1.0362142e-03  -4.8659642e-03
   5.5500000e+00   9.7325243e-04  -4.9752022e-03
   5.6000000e+00   8.6382103e-04  -5.0502601e-03
   5.6500000e+00   7.2535929e-04  -5.0761331e-03
   5.7000000e+00   5.7959629e-04  -5.0458872e-03
   5.7500000e+00   4.4904888e-04  -4.9616175e-03
   5.8000000e+00   3.5345395e-04  -4.8339651e-03
   5.8500000e+00   3.0669846e-04  -4.6802949e-03
   5.9000000e+00   3.1472276e-04  -4.5218427e-03
   5.9500000e+00   3.7471184e-04  -4.3802973e-03
   6.0000000e+00   4.7568132e-04  -4.2743669e-03
   6.0500000e+00   6.0034318e-04  -4.2168707e-03
   6.1000000e+00   7.2793703e-04  -4.2128059e-03
   6.1500000e+00   8.3756495e-04  -4.2586799e-03
   6.2000000e+00   9.1149619e-04  -4.3431939e-03
   6.2500000e+00   9.3792074e-04  -4.4491473e-03
   6.3000000e+00   9.1272591e-04  -4.5562460e-03
   6.3500000e+00   8.4003029e-04  -4.6443566e-03
   6.4000000e+00   7.3140955e-04  -4.6966858e-03
   6.4500000e+00   6.0395590e-04  -4.7023855e-03
   6.5000000e+00   4.7749451e-04  -4.6581801e-03
   6.5500000e+00   3.7140897e-04  -4.5687731e-03
   6.6000000e+00   3.0158242e-04  -4.4459880e-03
   6.6500000e+00   2.7793589e-04  -4.3067955e-03
   6.7000000e+00   3.0294389e-04  -4.1705555e-03
   6.7500000e+00   3.7134799e-04  -4.0559214e-03
   6.8000000e+00   4.7109668e-04  -3.9778980e-03
   6.8500000e+00   5.8534611e-04  -3.9455178e-03
   6.9000000e+00   6.9519087e-04  -3.9604941e-03
   6.9500000e+00   7.8268341e-04  -4.0170485e-03
   7.0000000e+00   8.3366107e-04  -4.1029263e-03
   7.0500000e+00   8.3993665e-04  -4.2014221e-03
   7.1000000e+00   8.0051468e-04  -4.2940820e-03
   7.1500000e+00   7.2165417e-04  -4.3636473e-03
   7.2000000e+00   6.1578318e-04  -4.3967698e-03
   7.2500000e+00   4.9945150e-04  -4.3860735e-03
   7.3000000e+00   3.9065788e-04  -4.3312451e-03
   7.3500000e+00   3.0598216e-04  -4.2389929e-03
   7.4000000e+00   2.5797840e-04  -4.1218952e-03
   7.4500000e+00   2.5323791e-04  -3.9963349e-03
   7.5000000e+00   2.9142006e-04  -3.8798573e-03
   7.5500000e+00   3.6539213e-04  -3.7883770e-03
   7.6000000e+00   4.6244240e-04  -3.7336778e-03
   7.6500000e+00   5.6636143e-04  -3.7215960e-03
   7.7000000e+00   6.6005169e-04  -3.7511685e-03
   7.7500000e+00   7.2824636e-04  -3.8148659e-03
   7.8000000e+00   7.5990579e-04  -3.8998640e-03
   7.8500000e+00   7.4991626e-04  -3.9901371e-03
   7.9000000e+00   6.9983048e-04  -4.0690345e-03
   7.9500000e+00   6.1754388e-04  -4.1219255e-03
   8.0000000e+00   5.1597027e-04  -4.1384935e-03
   8.0500000e+00   4.1093797e-04  -4.1143213e-03
   8.1000000e+00   3.1864847e-04  -4.0515234e-03
   8.1500000e+00   2.5310480e-04  -3.9583367e-03
   8.2000000e+00   2.2391700e-04  -3.8477463e-03
   8.2500000e+00   2.3482807e-04  -3.7353743e-03
   8.3000000e+00   2.8318553e-04  -3.6369747e-03
   8.3500000e+00   3.6043207e-04  -3.5659343e-03
   8.4000000e+00   4.5352624e-04  -3.5311769e-03
   8.4500000e+00   5.4705819e-04  -3.5357962e-03
   8.5000000e+00   6.2571787e-04  -3.5766285e-03
   8.5500000e+00   6.7672099e-04  -3.6448201e-03
   8.6000000e+00   6.9180899e-04  -3.7272916e-03
   8.6500000e+00   6.6851075e-04  -3.8088552e-03
   8.7000000e+00   6.1047384e-04  -3.8746450e-03
   8.7500000e+00   5.2682269e-04  -3.9124704e-03
