0.000000000000000000e+00 -1.999967310096176787e+00 0.000000000000000000e+00 -1.999967310096176787e+00 0.000000000000000000e+00
1.953124999999995663e-03 -1.973498251904505230e+00 2.088105621571301196e-16 -1.973498251904505230e+00 2.088105621571301196e-16
3.906249999999991326e-03 -1.960935805104749408e+00 3.214659441419520647e-17 -1.960935805104749408e+00 3.214659441419520647e-17
5.859374999999986990e-03 -1.950578749954087643e+00 -5.356771883707756032e-16 -1.950578749954087643e+00 -5.356771883707756032e-16
7.812499999999982653e-03 -1.930055529164799832e+00 -5.497447115587750233e-16 -1.930055529164799832e+00 -5.497447115587750233e-16
9.765624999999979183e-03 -1.919237367656586146e+00 -3.860843936220881290e-16 -1.919237367656586146e+00 -3.860843936220881290e-16
1.171874999999997398e-02 -1.904214097185153998e+00 1.706534219492183979e-16 -1.904214097185153998e+00 1.706534219492183979e-16
1.367187499999996877e-02 -1.882437806512553102e+00 -6.461844948013606427e-16 -1.882437806512553102e+00 -6.461844948013606427e-16
1.562499999999996531e-02 -1.859673235033284966e+00 -3.224417260971890187e-16 -1.859673235033284966e+00 -3.224417260971890187e-16
1.757812499999996184e-02 -1.855093591518367280e+00 -2.398255205537935808e-16 -1.855093591518367280e+00 -2.398255205537935808e-16
1.953124999999995837e-02 -1.833330612819544569e+00 -4.163336342344337027e-17 -1.833330612819544569e+00 -4.163336342344337027e-17
2.148437499999995143e-02 -1.825020056334706764e+00 -8.890457814381136359e-17 -1.825020056334706764e+00 -8.890457814381136359e-17
2.343749999999994796e-02 -1.805890273428559123e+00 -1.032160468206200221e-16 -1.805890273428559123e+00 -1.032160468206200221e-16
2.539062499999994449e-02 -1.794264932213759822e+00 9.194034422677077600e-17 -1.794264932213759822e+00 9.194034422677077600e-17
2.734374999999993755e-02 -1.771566705087784355e+00 2.471980953266950110e-16 -1.771566705087784355e+00 2.471980953266950110e-16
2.929687499999993408e-02 -1.755318770952487339e+00 3.729655473350135253e-17 -1.755318770952487339e+00 3.729655473350135253e-17
3.124999999999993061e-02 -1.735460747586142771e+00 -8.153200337090993344e-17 -1.735460747586142771e+00 -8.153200337090993344e-17
3.320312499999992367e-02 -1.731833539325068561e+00 -3.339342691255353657e-16 -1.731833539325068561e+00 -3.339342691255353657e-16
3.515624999999992367e-02 -1.720529792602131902e+00 -8.326672684688674053e-17 -1.720529792602131902e+00 -8.326672684688674053e-17
3.710937499999991673e-02 -1.706651031799728990e+00 2.428612866367529932e-16 -1.706651031799728990e+00 2.428612866367529932e-16
3.906249999999991673e-02 -1.690035340630209548e+00 -1.960237527853792017e-16 -1.690035340630209548e+00 -1.960237527853792017e-16
4.101562499999990979e-02 -1.677024100923344863e+00 -1.734723475976807094e-18 -1.677024100923344863e+00 -1.734723475976807094e-18
4.296874999999990286e-02 -1.661771060123510058e+00 -3.781697177629439466e-16 -1.661771060123510058e+00 -3.781697177629439466e-16
